self_age,self_gender,self_SES,self_ED,amt,influ1_age,influ1_gender,influ1_SES,influ1_ED,influ2_age,influ2_gender,influ2_SES,influ2_ED,influ3_age,influ3_gender,influ3_SES,influ3_ED,influ4_age,influ4_gender,influ4_SES,influ4_ED,influ5_age,influ5_gender,influ5_SES,influ5_ED,influ6_age,influ6_gender,influ6_SES,influ6_ED,influ7_age,influ7_gender,influ7_SES,influ7_ED,influ8_age,influ8_gender,influ8_SES,influ8_ED,influ9_age,influ9_gender,influ9_SES,influ9_ED,influ10_age,influ10_gender,influ10_SES,influ10_ED,like-activity,learn-activity,change-activity,overall-activity,submit_time
,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun Jun 28 12:45:52 2020
